prefix,route,channel,serviceType,leadTime,days
PA10,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA11,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA12,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA13,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA14,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA15,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA16,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA17,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA18,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA19,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA2,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA3,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA4,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA5,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA6,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA7,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA8,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PA9,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH1,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH11,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH12,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH13,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH14,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH2,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH3,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH4,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH5,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH6,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
PH7,TKC01 Scotland O/N (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday
TD1,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD2,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD3,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD4,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD5,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD6,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD7,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD8,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD9,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD10,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD11,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD12,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD13,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD14,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
TD15,TKC01 Scotland O/N (A),Merchant Channel,Two-person,5 Days,Tuesday
CA4,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA6,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA8,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA9,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA12,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA13,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA14,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA15,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA16,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA17,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA18,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA19,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA20,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA21,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA22,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA23,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA24,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA25,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA26,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA27,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA28,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA27,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
CA28,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DD1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD10,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD6,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD7,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD8,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DD9,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DG1,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG2,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG3,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG4,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG5,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG6,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG7,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG8,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG9,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG10,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG11,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG12,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG13,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG14,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG15,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
DG16,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
FK1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK10,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK12,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK13,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK14,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK15,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK16,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK17,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK18,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK19,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK20,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK21,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK6,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK7,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK8,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
FK9,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G12,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G13,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G14,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G15,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G20,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G21,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G22,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G23,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G31,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G32,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G33,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G34,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G40,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G41,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G42,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G43,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G44,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G45,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G46,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G51,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G52,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G53,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G58,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G60,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G61,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G62,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G63,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G64,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G65,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G66,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G67,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G68,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G69,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G70,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G71,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G72,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G73,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G74,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G75,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G76,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G77,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G78,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G79,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G80,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G81,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G82,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G83,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G84,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G9,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
G90,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA7,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA8,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA9,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA10,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA12,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA13,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA14,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA15,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA16,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA17,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA20,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA21,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA22,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA23,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA24,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA25,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA27,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA28,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA29,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA30,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
KA6,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
KA18,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
KA19,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
KA26,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday
ML4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
ML5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
ML6,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA10,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA12,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA13,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA14,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA15,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA16,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA17,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA18,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA19,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA6,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA7,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA8,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PA9,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH1,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH11,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH12,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH13,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH14,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH2,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH3,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH4,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH5,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH6,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH7,TKC01 Scotland O/N (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH8,TKC01 Scotland O/N (C),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH9,TKC01 Scotland O/N (C),Retail Channel,Two-person,21 Days,Tuesday|Thursday
PH10,TKC01 Scotland O/N (C),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD1,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD2,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD3,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD4,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD5,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD6,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD7,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD8,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD9,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD10,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD11,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD12,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD13,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD14,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
TD15,TKC01 Scotland O/N (A),Retail Channel,Two-person,21 Days,Tuesday|Thursday
DN1,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN10,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN11,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN12,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN2,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN22,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN3,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN4,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN5,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN6,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN7,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN8,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
DN9,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S1,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S10,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S11,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S12,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S13,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S14,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S17,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S18,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S19,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S2,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S20,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S21,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S25,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S26,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S3,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S30,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S31,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S32,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S33,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S35,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S36,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S4,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S40,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S41,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S42,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S43,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S44,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S45,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S49,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S5,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S6,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S60,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S61,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S62,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S63,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S64,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S65,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S66,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S7,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S70,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S71,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S72,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S73,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S74,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S75,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S8,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
S80,TKC01 Sheffield,Component Channel,One-person,1 Day,Tuesday|Thursday
