prefix,route,channel,serviceType,leadTime,days
AB10,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB11,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB12,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB13,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB14,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB15,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB16,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB21,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB22,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB23,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB24,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB25,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB30,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB31,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB32,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB33,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB34,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB35,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB36,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB37,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB38,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB39,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB41,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB42,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB43,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB44,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB45,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB51,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB52,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB53,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB54,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB55,3PLCO,Component Channel,One-person,3 working days,Wednesday
AB56,3PLCO,Component Channel,One-person,3 working days,Wednesday
AL1,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL10,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL2,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL3,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL4,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL5,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL6,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL7,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL8,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
AL9,TKC25 London North West,Component Channel,One-person,2 working days,Monday|Wednesday
B20,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B21,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B62,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B63,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B64,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B65,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B66,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B67,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B68,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B69,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B70,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B71,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Wednesday|Thursday
B77,TKC01 Birmingham North,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
B78,TKC01 Birmingham North,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
B79,TKC01 Birmingham North,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
B1,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B10,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B11,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B12,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B13,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B14,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B15,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B16,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B17,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B18,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B19,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B2,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B22,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B23,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B24,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B25,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B26,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B27,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B28,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B29,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B3,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B30,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B31,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B32,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B33,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B34,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B35,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B36,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B37,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B38,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B4,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B40,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B42,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B43,TKC01 Birmingham West,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B44,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B45,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B46,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B47,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B48,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B5,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B6,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B7,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B72,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B73,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B74,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B75,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B76,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B8,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B9,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B90,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B91,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B92,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B93,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B94,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B99,TKC01 Birmingham East,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
B49,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B50,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B60,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B61,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B80,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B95,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B96,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B97,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
B98,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA1,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA11,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA12,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA13,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA14,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA15,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA16,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA2,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA20,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA21,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA22,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA3,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA4,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA5,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA6,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA7,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA8,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BA9,TKC19 South West O/N,Component Channel,One-person,2 working days,Wednesday|Friday
BB0,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB1,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB10,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB11,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB12,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB18,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB2,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB3,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB4,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB5,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB6,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB7,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB8,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB9,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BB94,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BD23,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BD24,TKC01 Blackburn,Component Channel,One-person,1 working days,Monday|Tuesday|Thursday
BD1,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD10,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD11,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD12,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD13,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD14,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD15,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD16,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD17,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD18,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD19,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD2,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD20,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD21,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD22,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD3,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD4,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD5,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD6,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD7,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD8,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD9,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD97,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD98,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BD99,TKC01 Leeds,Component Channel,One-person,1 working days,Tuesday|Wednesday|Friday
BH1,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH10,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH11,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH12,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH13,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH14,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH15,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH16,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH17,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH18,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH19,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH2,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH20,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH21,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH22,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH23,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH24,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH25,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH3,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH31,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH4,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH5,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH6,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH7,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH8,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BH9,TKC25 Portsmouth,Component Channel,One-person,2 working days,Tuesday|Friday
BL0,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL1,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL11,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL2,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL3,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL4,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL5,TKC01 West Lancs,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL6,TKC01 West Lancs,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL7,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL78,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL8,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BL9,TKC01 Manchester,Component Channel,One-person,1 working days,Monday|Tuesday|Wednesday|Thursday|Friday
BN1,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN10,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN11,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN12,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN13,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN14,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN15,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN16,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN17,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN18,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN2,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN20,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN21,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN22,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN23,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN24,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN25,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN26,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN27,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN3,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN4,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN41,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN42,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN43,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN44,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN45,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN5,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN50,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN52,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN6,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN7,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN8,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BN9,TKC25 Brighton,Component Channel,One-person,2 working days,Tuesday|Friday
BR1,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
BR2,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
BR3,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
BR4,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
BR7,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
BR5,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
BR6,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
BR8,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
BS0,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS1,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS10,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS11,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS12,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS13,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS14,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS15,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS16,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS17,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS18,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS19,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS2,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS20,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS21,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS22,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS23,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS24,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS25,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS26,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS27,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS28,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS29,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS3,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS30,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS31,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS32,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS34,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS35,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS36,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS37,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS39,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS4,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS40,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS41,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS48,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS49,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS5,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS6,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS7,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS77,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS8,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS80,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS9,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS98,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
BS99,TKC01 South West O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CA1,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA10,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA11,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA2,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA3,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA5,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA7,TKC19 Scotland O/N,Component Channel,One-person,2 working days,Tuesday|Friday
CA4,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA6,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA8,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA9,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA12,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA13,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA14,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA15,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA16,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA17,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA18,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
